"Four-Year Graduation Rates, Trend"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,"Non-Graduates",,,,,,,,,
"",,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","Free/Reduced Price Meal Eligibility","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","Eligible For Free Lunch",28.6,28.7,22.4,24.7,9.2,18.7,6.9,12.1,9.0,12.2
"Ansonia School District","Eligible For Reduced Lunch","*",13.3,"*","*","*","*","*","*","*","*"
"Ansonia School District","Not Eligible For Lunch","*",8.2,"*","*","*","*","*","*","*","*"
"Avon School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Not Eligible For Lunch","*","*","*","*","*",3.6,"*",3.2,2.4,"*"
"Berlin School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Not Eligible For Lunch",3.2,2.6,"*","*","*","*","*","*",3.0,"*"
"Bethel School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*",19.4,"*"
"Bethel School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Not Eligible For Lunch","*","*","*","*","*",5.2,"*",3.6,"*","*"
"Bloomfield School District","Eligible For Free Lunch","*",10.6,10.3,"*",7.3,"*",23.5,10.3,7.6,9.8
"Bloomfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","Not Eligible For Lunch",11.2,"*","*","*","*",10.3,"*","*","*","*"
"Bolton School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","Eligible For Reduced Lunch","N/A","*","*","*","*","N/A","*","*","*","*"
"Bolton School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Not Eligible For Lunch","*",3.6,4.2,3.9,3.7,"*","*","*","*","*"
"Bridgeport Achievement First District","Eligible For Free Lunch","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Eligible For Reduced Lunch","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Not Eligible For Lunch","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Eligible For Free Lunch",27.3,24.8,22.3,19.5,25.1,13.0,9.1,11.1,9.1,11.3
"Bridgeport School District","Eligible For Reduced Lunch",17.6,"*","*","*","*","*","*","*","*","*"
"Bridgeport School District","Not Eligible For Lunch",21.2,"*","*","*","*","*","*","*","*","*"
"Bristol School District","Eligible For Free Lunch",26.8,18.5,27.7,16.4,22.6,15.9,13.3,16.3,14.5,9.9
"Bristol School District","Eligible For Reduced Lunch",25.5,8.7,16.5,12.1,11.8,11.8,"*","*","*",7.1
"Bristol School District","Not Eligible For Lunch",9.0,3.9,3.8,5.0,5.0,7.7,"*","*","*",3.1
"Brookfield School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Not Eligible For Lunch",2.7,"*","*","*","*",2.3,2.5,"*","*","*"
"Canton School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Eligible For Reduced Lunch","N/A","N/A","*","N/A","*","N/A","N/A","*","N/A","*"
"Canton School District","Not Eligible For Lunch","*","*","*","*","*","*","*",5.6,"*","*"
"Capitol Region Education Council","Eligible For Free Lunch","*",18.9,12.8,12.0,7.5,9.9,"*","*","*",9.0
"Capitol Region Education Council","Eligible For Reduced Lunch","*",10.9,"*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Not Eligible For Lunch",9.7,11.8,"*","*","*","*",10.5,5.0,"*","*"
"Cheshire School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","Not Eligible For Lunch",1.7,"*","*","*","*",3.1,1.9,3.4,2.3,2.3
"Clinton School District","Eligible For Free Lunch","*","*","*","*",21.2,"*","*","*","*","*"
"Clinton School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","Not Eligible For Lunch","*",7.4,5.2,"*","*",5.4,"*",5.2,"*","*"
"Colchester School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Not Eligible For Lunch","*","*","*","*","*",4.3,3.4,3.2,3.7,"*"
"Common Ground High School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eligible For Free Lunch","*",4.5,4.7,3.7,3.0,"*","*","*",1.4,"*"
"Connecticut Technical High School System","Eligible For Reduced Lunch","*",4.8,4.0,2.5,"*","*","*","*","*","*"
"Connecticut Technical High School System","Not Eligible For Lunch",5.2,2.8,1.9,2.1,"*",0.6,"*","*","*","*"
"Coventry School District","Eligible For Free Lunch","*",35.0,"*","*","*","*","*","*","*","*"
"Coventry School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","Not Eligible For Lunch",4.4,"*","*","*","*",5.1,5.9,"*","*","*"
"Cromwell School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","Not Eligible For Lunch","*","*",5.2,"*","*",3.9,"*","*",5.7,"*"
"Danbury School District","Eligible For Free Lunch","*",17.7,19.9,17.4,18.8,14.1,18.5,20.7,15.6,14.2
"Danbury School District","Eligible For Reduced Lunch","*",10.7,7.7,10.5,15.6,14.0,10.7,12.1,11.4,13.5
"Danbury School District","Not Eligible For Lunch",9.4,6.9,7.6,6.5,4.9,8.0,8.3,8.7,7.3,5.2
"Darien School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"Darien School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Darien School District","Not Eligible For Lunch",1.9,"*","*","*","*",2.2,2.0,"*",2.4,"*"
"Department of Mental Health and Addiction Services","Eligible For Free Lunch","N/A","N/A","*","*","N/A","N/A","N/A","*","*","N/A"
"Department of Mental Health and Addiction Services","Not Eligible For Lunch","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Derby School District","Eligible For Free Lunch","*",20.0,25.6,13.3,14.5,22.0,17.5,23.3,"*",12.7
"Derby School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"Derby School District","Not Eligible For Lunch",13.9,"*","*","*","*","*","*","*","*","*"
"East Granby School District","Eligible For Free Lunch","N/A","*","*","*","*","N/A","*","*","*","*"
"East Granby School District","Eligible For Reduced Lunch","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"East Granby School District","Not Eligible For Lunch","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","Not Eligible For Lunch",6.8,"*","*","*","*","*","*","*","*","*"
"East Hampton School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","Not Eligible For Lunch",4.6,"*","*","*","*","*","*","*","*","*"
"East Hartford School District","Eligible For Free Lunch",14.9,19.0,18.0,12.3,11.1,13.3,13.4,8.5,13.9,5.0
"East Hartford School District","Eligible For Reduced Lunch","*",9.1,9.4,"*","*",9.7,7.3,10.4,"*","*"
"East Hartford School District","Not Eligible For Lunch","*",7.4,9.6,"*","*",4.3,4.5,5.8,"*","*"
"East Haven School District","Eligible For Free Lunch","*",26.9,28.0,24.5,28.1,"*",11.5,14.6,7.4,9.0
"East Haven School District","Eligible For Reduced Lunch","*",17.1,"*",16.7,26.5,"*","*","*","*","*"
"East Haven School District","Not Eligible For Lunch",5.6,15.4,"*",7.3,10.4,5.2,"*","*","*","*"
"East Lyme School District","Eligible For Free Lunch","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*","*","*","*"
